ma_truong,ten_truong,ma_nganh,ten_nganh,to_hop_xet_tuyen,diem_chuan,hoc_phi,nam_tuyen_sinh,phuong_thuc_khac,mo_ta_nganh,chuong_trinh_dao_tao,co_hoi_nghe_nghiep,nhom_nganh
DTT,Đại học Tôn Đức Thắng,F7340301,Kế toán - Chất lượng cao,A01; D01; D07; X26,58,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,7340301,Kế toán,C01; X06,71.05,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,7340301,Kế toán,A01; D01; D07; X26,70.05,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,7340301,Kế toán,C02; X02; X10,71.55,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,FA7340301,Kế toán (chuyên ngành: Kế toán quốc tế) - Chất lượng cao giảng dạy 100% tiếng Anh,A00; A01; C01; C02; D01; D07; X02; X06; X10; X26,52,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,F7340301,Kế toán - Chất lượng cao,A00,58.75,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,7340301,Kế toán,A00,70.8,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,D7340301,Kế toán- Dự bị đh bằng tiếng anh,A00; A01; C01; C02; D01; D07; X02; X06; X10; X26,52,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,F7340301,Kế toán - Chất lượng cao,C01; X06,59,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,F7340301,Kế toán - Chất lượng cao,C02; X02; X10,59.5,,2026,,"Trang bị phương pháp thu thập, xử lý, kiểm tra và cung cấp thông tin tài chính - kế toán theo chuẩn mực kế toán Việt Nam và quốc tế (VAS, IFRS).","Thời gian đào tạo 4 năm (128 tín chỉ). Gồm: Nguyên lý kế toán, Kế toán tài chính, Kế toán quản trị, Thuế và kế toán thuế, Hệ thống thông tin kế toán, Phân tích tài chính.","Kế toán viên tổng hợp, Kế toán thuế, Chuyên viên kế toán quản trị, Kế toán trưởng tại các doanh nghiệp, tổ chức tài chính hoặc cơ quan nhà nước.",Kinh doanh và quản lý
DTT,Đại học Tôn Đức Thắng,D7480101,Khoa học máy tính- CT dự bị đh bằng tiếng anh,A00; A01; C01; D01; D07; X26,52,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,D01,59.1,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,7480101,Khoa học máy tính,C01,70.95,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,A00,59.5,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,7480101,Khoa học máy tính,A01,69.7,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,FA7480101,Khoa học máy tính - Chất lượng cao giảng dạy 100% tiếng Anh,A00; A01; C01; D01; D07; X26,52,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,C01,59.25,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,7480101,Khoa học máy tính,A00,71.2,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,D07; X26,59,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,7480101,Khoa học máy tính,D01,70.8,,2026,,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
DTT,Đại học Tôn Đức Thắng,7440301,Khoa học môi trường,A00; A01; B00; B03; B08; C01; C02; D07,50,,2026,,"Ngành Khoa Học Môi Trường đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
